geoid_r,GDPpc_rIp,educ_rIp,pop_rIp,popd_rIp,allpat
1,,,,,0
4,,,,,0
4,,,,,0
6,,,,,0
7,,,,,0
19,,,,,0
19,,,,,0
19,,,,,0
19,,,,,0
19,,,,,0
19,,,,,0
27,,,,,1
34,,,,,0
34,,,,,0
36,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,1
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,0
38,,,,,1
40,3708.94,7.59,551859.94,4.38,0
41,3665.14,6.53,827877.88,3.80,0
41,3665.14,6.53,827877.88,3.80,0
41,3665.14,6.53,827877.88,3.80,0
44,7416.07,9.36,586466.44,2.88,0
45,3262.84,6.47,597504.62,2.75,0
48,15917.43,8.86,82513.59,2.34,0
49,7993.00,9.02,147460.22,2.86,0
49,7993.00,9.02,147460.22,2.86,0
49,7993.00,9.02,147460.22,2.86,0
49,7993.00,9.02,147460.22,2.86,0
51,3726.21,4.69,696469.94,3.70,0
51,3726.21,4.69,696469.94,3.70,0
52,2204.23,5.05,382671.47,3.02,0
53,4282.36,7.33,797731.44,4.16,0
57,3763.67,6.54,651472.12,0.99,0
57,3763.67,6.54,651472.12,0.99,0
57,3763.67,6.54,651472.12,0.99,0
57,3763.67,6.54,651472.12,0.99,0
60,5886.79,8.88,359565.22,3.50,0
60,5886.79,8.88,359565.22,3.50,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,1
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,1
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
62,8383.89,9.77,4630132.00,5.54,0
64,4259.62,7.65,199866.67,3.85,0
66,14411.67,8.13,113702.22,3.81,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
69,10005.40,9.53,790053.31,4.92,0
70,2821.06,6.62,110831.24,2.99,0
70,2821.06,6.62,110831.24,2.99,0
73,3023.40,6.80,970899.12,5.51,0
73,3023.40,6.80,970899.12,5.51,0
73,3023.40,6.80,970899.12,5.51,0
73,3023.40,6.80,970899.12,5.51,0
74,1887.92,5.14,379011.38,4.08,0
77,6270.80,6.80,327418.22,4.31,0
78,4663.69,7.32,281925.09,4.51,0
79,3134.14,6.84,214190.55,3.63,0
83,4061.42,5.56,108360.65,4.02,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
85,5156.57,7.59,1811235.38,5.24,0
86,3480.55,6.01,356011.47,4.67,0
88,2766.29,6.08,215590.42,4.25,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
91,6026.08,8.48,1326746.25,5.23,0
93,4552.67,6.75,236280.39,5.03,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
98,11279.37,5.90,462982.56,0.65,0
99,6768.31,6.92,2840030.25,4.49,0
99,6768.31,6.92,2840030.25,4.49,0
99,6768.31,6.92,2840030.25,4.49,0
99,6768.31,6.92,2840030.25,4.49,0
99,6768.31,6.92,2840030.25,4.49,0
99,6768.31,6.92,2840030.25,4.49,0
99,6768.31,6.92,2840030.25,4.49,0
101,3866.49,5.55,744099.50,4.06,0
101,3866.49,5.55,744099.50,4.06,0
101,3866.49,5.55,744099.50,4.06,0
102,9500.62,6.74,969653.31,4.14,0
102,9500.62,6.74,969653.31,4.14,0
105,6105.61,6.48,1125760.00,4.59,0
105,6105.61,6.48,1125760.00,4.59,0
106,10505.99,9.25,3421768.00,8.37,0
106,10505.99,9.25,3421768.00,8.37,0
106,10505.99,9.25,3421768.00,8.37,0
107,4169.47,6.74,261865.81,5.75,0
111,3227.47,5.04,595520.31,3.73,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,1
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
116,5774.25,6.63,935189.81,4.26,0
117,5610.33,6.00,448245.47,3.66,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,1
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
119,3247.21,6.07,581278.56,3.90,0
120,2582.83,5.60,388447.91,4.22,0
121,3576.96,5.94,614213.19,4.02,0
122,8266.02,6.67,359914.22,2.12,0
122,8266.02,6.67,359914.22,2.12,0
124,,,,,0
126,,,,,0
126,,,,,0
127,,,,,0
127,,,,,0
127,,,,,0
127,,,,,1
127,,,,,0
127,,,,,3
127,,,,,1
127,,,,,0
127,,,,,0
127,,,,,0
127,,,,,0
127,,,,,0
127,,,,,0
127,,,,,0
127,,,,,1
128,,,,,0
128,,,,,0
128,,,,,0
128,,,,,0
128,,,,,0
128,,,,,0
128,,,,,0
129,,,,,0
129,,,,,0
129,,,,,0
129,,,,,1
129,,,,,0
129,,,,,0
129,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,4
130,,,,,9
130,,,,,1
130,,,,,2
130,,,,,0
130,,,,,0
130,,,,,1
130,,,,,3
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,1
130,,,,,0
130,,,,,0
130,,,,,2
130,,,,,6
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,0
130,,,,,4
130,,,,,3
130,,,,,1
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
131,,,,,0
132,,,,,0
133,,,,,0
134,,,,,0
134,,,,,0
134,,,,,0
134,,,,,0
134,,,,,0
134,,,,,0
134,,,,,0
134,,,,,0
135,,,,,0
135,,,,,0
135,,,,,0
135,,,,,1
135,,,,,0
135,,,,,0
135,,,,,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,1
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
137,4257.91,5.55,327154.97,1.44,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,2
138,6714.66,6.25,5044303.00,1.10,1
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,2
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,6
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
138,6714.66,6.25,5044303.00,1.10,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,1
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
139,2522.70,5.02,3093815.50,2.93,0
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,1
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,1
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,0
140,4253.32,5.55,3146613.50,1.51,0
141,9340.40,6.97,4735588.00,2.68,2
141,9340.40,6.97,4735588.00,2.68,1
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,1
141,9340.40,6.97,4735588.00,2.68,2
141,9340.40,6.97,4735588.00,2.68,5
141,9340.40,6.97,4735588.00,2.68,2
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,5
141,9340.40,6.97,4735588.00,2.68,3
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,2
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,3
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,10
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,1
141,9340.40,6.97,4735588.00,2.68,3
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,4
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,3
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,0
141,9340.40,6.97,4735588.00,2.68,2
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,29
142,6129.87,6.29,10153868.00,3.49,19
142,6129.87,6.29,10153868.00,3.49,5
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,2
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,10
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,2
142,6129.87,6.29,10153868.00,3.49,15
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,0
142,6129.87,6.29,10153868.00,3.49,1
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,1
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,4
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
143,8284.00,6.88,6130864.00,3.67,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,2
144,11253.15,7.46,21374194.00,5.07,2
144,11253.15,7.46,21374194.00,5.07,1
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,1
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,1
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,1
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,0
144,11253.15,7.46,21374194.00,5.07,1
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,3
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,2
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,1
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
145,7556.89,6.70,5643936.50,3.94,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,3
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,2
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,2
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,4
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
146,8938.96,6.82,3283866.00,4.12,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,2
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
147,3086.40,5.44,4084791.00,4.01,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
148,2227.98,4.82,1545454.50,2.49,0
149,2832.33,4.90,1551999.62,4.69,0
149,2832.33,4.90,1551999.62,4.69,0
149,2832.33,4.90,1551999.62,4.69,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,3
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,6
150,3956.58,5.35,7218394.50,3.22,3
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,1
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
150,3956.58,5.35,7218394.50,3.22,0
151,8677.01,6.66,1769177.88,4.28,1
151,8677.01,6.66,1769177.88,4.28,2
151,8677.01,6.66,1769177.88,4.28,0
151,8677.01,6.66,1769177.88,4.28,0
151,8677.01,6.66,1769177.88,4.28,0
151,8677.01,6.66,1769177.88,4.28,0
152,2806.27,5.13,1857704.38,4.17,6
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
152,2806.27,5.13,1857704.38,4.17,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
153,3606.24,5.74,4290166.00,4.46,0
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,1
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,1
154,9902.56,7.59,8247613.50,5.85,0
154,9902.56,7.59,8247613.50,5.85,2
