geoid_r,GDPpc_rIp,educ_rIp,pop_rIp,popd_rIp,allpat
524,37132.89,12.09,833355.00,0.40,34
524,37132.89,12.09,833355.00,0.40,33
524,37132.89,12.09,833355.00,0.40,16
524,37132.89,12.09,833355.00,0.40,1
524,37132.89,12.09,833355.00,0.40,44
524,37132.89,12.09,833355.00,0.40,14
524,37132.89,12.09,833355.00,0.40,32
524,37132.89,12.09,833355.00,0.40,0
524,37132.89,12.09,833355.00,0.40,2
524,37132.89,12.09,833355.00,0.40,8
524,37132.89,12.09,833355.00,0.40,9
524,37132.89,12.09,833355.00,0.40,0
524,37132.89,12.09,833355.00,0.40,10
524,37132.89,12.09,833355.00,0.40,6
524,37132.89,12.09,833355.00,0.40,8
524,37132.89,12.09,833355.00,0.40,13
524,37132.89,12.09,833355.00,0.40,5
524,37132.89,12.09,833355.00,0.40,14
524,37132.89,12.09,833355.00,0.40,23
524,37132.89,12.09,833355.00,0.40,20
524,37132.89,12.09,833355.00,0.40,16
524,37132.89,12.09,833355.00,0.40,23
524,37132.89,12.09,833355.00,0.40,2
524,37132.89,12.09,833355.00,0.40,12
524,37132.89,12.09,833355.00,0.40,21
524,37132.89,12.09,833355.00,0.40,11
524,37132.89,12.09,833355.00,0.40,25
524,37132.89,12.09,833355.00,0.40,0
524,37132.89,12.09,833355.00,0.40,5
524,37132.89,12.09,833355.00,0.40,16
525,49070.86,12.68,2822462.75,1.58,2
525,49070.86,12.68,2822462.75,1.58,5
525,49070.86,12.68,2822462.75,1.58,1
525,49070.86,12.68,2822462.75,1.58,0
525,49070.86,12.68,2822462.75,1.58,21
525,49070.86,12.68,2822462.75,1.58,41
525,49070.86,12.68,2822462.75,1.58,55
525,49070.86,12.68,2822462.75,1.58,38
525,49070.86,12.68,2822462.75,1.58,8
525,49070.86,12.68,2822462.75,1.58,5
525,49070.86,12.68,2822462.75,1.58,51
525,49070.86,12.68,2822462.75,1.58,10
525,49070.86,12.68,2822462.75,1.58,13
525,49070.86,12.68,2822462.75,1.58,1
525,49070.86,12.68,2822462.75,1.58,5
525,49070.86,12.68,2822462.75,1.58,0
525,49070.86,12.68,2822462.75,1.58,16
525,49070.86,12.68,2822462.75,1.58,3
525,49070.86,12.68,2822462.75,1.58,15
525,49070.86,12.68,2822462.75,1.58,0
525,49070.86,12.68,2822462.75,1.58,1
525,49070.86,12.68,2822462.75,1.58,16
525,49070.86,12.68,2822462.75,1.58,3
525,49070.86,12.68,2822462.75,1.58,15
525,49070.86,12.68,2822462.75,1.58,1
525,49070.86,12.68,2822462.75,1.58,15
525,49070.86,12.68,2822462.75,1.58,17
525,49070.86,12.68,2822462.75,1.58,3
525,49070.86,12.68,2822462.75,1.58,3
525,49070.86,12.68,2822462.75,1.58,1
525,49070.86,12.68,2822462.75,1.58,127
525,49070.86,12.68,2822462.75,1.58,9
525,49070.86,12.68,2822462.75,1.58,2
525,49070.86,12.68,2822462.75,1.58,3
525,49070.86,12.68,2822462.75,1.58,2
525,49070.86,12.68,2822462.75,1.58,40
526,34595.35,12.89,3527065.25,1.46,1
526,34595.35,12.89,3527065.25,1.46,2
526,34595.35,12.89,3527065.25,1.46,7
526,34595.35,12.89,3527065.25,1.46,34
526,34595.35,12.89,3527065.25,1.46,4
526,34595.35,12.89,3527065.25,1.46,40
526,34595.35,12.89,3527065.25,1.46,116
526,34595.35,12.89,3527065.25,1.46,161
526,34595.35,12.89,3527065.25,1.46,25
526,34595.35,12.89,3527065.25,1.46,4
526,34595.35,12.89,3527065.25,1.46,117
526,34595.35,12.89,3527065.25,1.46,13
526,34595.35,12.89,3527065.25,1.46,17
526,34595.35,12.89,3527065.25,1.46,0
526,34595.35,12.89,3527065.25,1.46,10
526,34595.35,12.89,3527065.25,1.46,18
526,34595.35,12.89,3527065.25,1.46,19
526,34595.35,12.89,3527065.25,1.46,14
526,34595.35,12.89,3527065.25,1.46,51
526,34595.35,12.89,3527065.25,1.46,10
526,34595.35,12.89,3527065.25,1.46,9
526,34595.35,12.89,3527065.25,1.46,31
526,34595.35,12.89,3527065.25,1.46,8
526,34595.35,12.89,3527065.25,1.46,30
526,34595.35,12.89,3527065.25,1.46,6
526,34595.35,12.89,3527065.25,1.46,16
526,34595.35,12.89,3527065.25,1.46,41
526,34595.35,12.89,3527065.25,1.46,11
526,34595.35,12.89,3527065.25,1.46,5
526,34595.35,12.89,3527065.25,1.46,2
526,34595.35,12.89,3527065.25,1.46,6
526,34595.35,12.89,3527065.25,1.46,11
526,34595.35,12.89,3527065.25,1.46,9
526,34595.35,12.89,3527065.25,1.46,2
526,34595.35,12.89,3527065.25,1.46,5
526,34595.35,12.89,3527065.25,1.46,24
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,1
527,54585.26,12.07,138139.25,-3.67,1
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,2
527,54585.26,12.07,138139.25,-3.67,6
527,54585.26,12.07,138139.25,-3.67,23
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,2
527,54585.26,12.07,138139.25,-3.67,4
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,1
527,54585.26,12.07,138139.25,-3.67,3
527,54585.26,12.07,138139.25,-3.67,4
527,54585.26,12.07,138139.25,-3.67,3
527,54585.26,12.07,138139.25,-3.67,2
527,54585.26,12.07,138139.25,-3.67,4
527,54585.26,12.07,138139.25,-3.67,4
527,54585.26,12.07,138139.25,-3.67,2
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,11
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,0
527,54585.26,12.07,138139.25,-3.67,1
527,54585.26,12.07,138139.25,-3.67,8
527,54585.26,12.07,138139.25,-3.67,6
528,31404.86,12.55,6280362.00,1.60,6
528,31404.86,12.55,6280362.00,1.60,2
528,31404.86,12.55,6280362.00,1.60,4
528,31404.86,12.55,6280362.00,1.60,59
528,31404.86,12.55,6280362.00,1.60,19
528,31404.86,12.55,6280362.00,1.60,40
528,31404.86,12.55,6280362.00,1.60,328
528,31404.86,12.55,6280362.00,1.60,173
528,31404.86,12.55,6280362.00,1.60,52
528,31404.86,12.55,6280362.00,1.60,29
528,31404.86,12.55,6280362.00,1.60,160
528,31404.86,12.55,6280362.00,1.60,32
528,31404.86,12.55,6280362.00,1.60,16
528,31404.86,12.55,6280362.00,1.60,3
528,31404.86,12.55,6280362.00,1.60,28
528,31404.86,12.55,6280362.00,1.60,33
528,31404.86,12.55,6280362.00,1.60,26
528,31404.86,12.55,6280362.00,1.60,24
528,31404.86,12.55,6280362.00,1.60,43
528,31404.86,12.55,6280362.00,1.60,22
528,31404.86,12.55,6280362.00,1.60,29
528,31404.86,12.55,6280362.00,1.60,34
528,31404.86,12.55,6280362.00,1.60,19
528,31404.86,12.55,6280362.00,1.60,38
528,31404.86,12.55,6280362.00,1.60,10
528,31404.86,12.55,6280362.00,1.60,77
528,31404.86,12.55,6280362.00,1.60,41
528,31404.86,12.55,6280362.00,1.60,20
528,31404.86,12.55,6280362.00,1.60,19
528,31404.86,12.55,6280362.00,1.60,91
528,31404.86,12.55,6280362.00,1.60,5
528,31404.86,12.55,6280362.00,1.60,47
528,31404.86,12.55,6280362.00,1.60,35
528,31404.86,12.55,6280362.00,1.60,3
528,31404.86,12.55,6280362.00,1.60,15
528,31404.86,12.55,6280362.00,1.60,48
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,7
529,28343.96,12.16,531287.31,2.31,8
529,28343.96,12.16,531287.31,2.31,5
529,28343.96,12.16,531287.31,2.31,16
529,28343.96,12.16,531287.31,2.31,12
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,4
529,28343.96,12.16,531287.31,2.31,14
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,5
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,6
529,28343.96,12.16,531287.31,2.31,1
529,28343.96,12.16,531287.31,2.31,13
529,28343.96,12.16,531287.31,2.31,3
529,28343.96,12.16,531287.31,2.31,5
529,28343.96,12.16,531287.31,2.31,2
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,2
529,28343.96,12.16,531287.31,2.31,2
529,28343.96,12.16,531287.31,2.31,12
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,3
529,28343.96,12.16,531287.31,2.31,7
529,28343.96,12.16,531287.31,2.31,2
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,2
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,0
529,28343.96,12.16,531287.31,2.31,11
530,28382.27,12.50,646894.50,2.81,1
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,12
530,28382.27,12.50,646894.50,2.81,8
530,28382.27,12.50,646894.50,2.81,15
530,28382.27,12.50,646894.50,2.81,1
530,28382.27,12.50,646894.50,2.81,2
530,28382.27,12.50,646894.50,2.81,3
530,28382.27,12.50,646894.50,2.81,5
530,28382.27,12.50,646894.50,2.81,4
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,4
530,28382.27,12.50,646894.50,2.81,1
530,28382.27,12.50,646894.50,2.81,9
530,28382.27,12.50,646894.50,2.81,2
530,28382.27,12.50,646894.50,2.81,4
530,28382.27,12.50,646894.50,2.81,12
530,28382.27,12.50,646894.50,2.81,12
530,28382.27,12.50,646894.50,2.81,18
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,13
530,28382.27,12.50,646894.50,2.81,9
530,28382.27,12.50,646894.50,2.81,2
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,2
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,19
530,28382.27,12.50,646894.50,2.81,2
530,28382.27,12.50,646894.50,2.81,0
530,28382.27,12.50,646894.50,2.81,1
530,28382.27,12.50,646894.50,2.81,5
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,12
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,6
531,31892.29,11.94,419636.72,0.24,3
531,31892.29,11.94,419636.72,0.24,24
531,31892.29,11.94,419636.72,0.24,12
531,31892.29,11.94,419636.72,0.24,16
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,4
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,2
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,2
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,2
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,3
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,2
531,31892.29,11.94,419636.72,0.24,2
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,4
531,31892.29,11.94,419636.72,0.24,3
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,1
531,31892.29,11.94,419636.72,0.24,2
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,0
531,31892.29,11.94,419636.72,0.24,1
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,1
532,26598.71,12.40,98379.91,3.12,3
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,5
532,26598.71,12.40,98379.91,3.12,12
532,26598.71,12.40,98379.91,3.12,12
532,26598.71,12.40,98379.91,3.12,8
532,26598.71,12.40,98379.91,3.12,4
532,26598.71,12.40,98379.91,3.12,8
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,4
532,26598.71,12.40,98379.91,3.12,2
532,26598.71,12.40,98379.91,3.12,9
532,26598.71,12.40,98379.91,3.12,2
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,1
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,1
532,26598.71,12.40,98379.91,3.12,2
532,26598.71,12.40,98379.91,3.12,1
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,2
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,0
532,26598.71,12.40,98379.91,3.12,4
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,1
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,1
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
533,27950.10,,385837.56,4.66,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,1
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,1
534,24346.38,,772225.88,4.95,1
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,2
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,1
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,1
534,24346.38,,772225.88,4.95,0
534,24346.38,,772225.88,4.95,0
535,39856.59,,204634.44,4.58,1
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,2
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,3
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,1
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,0
535,39856.59,,204634.44,4.58,1
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,1
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,1
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,2
536,36428.57,,472160.53,5.85,3
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
536,36428.57,,472160.53,5.85,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,1
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,1
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,1
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,2
537,35133.43,,780168.12,6.25,1
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
537,35133.43,,780168.12,6.25,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,1
538,25003.83,,739891.50,4.62,8
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,3
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,1
538,25003.83,,739891.50,4.62,0
538,25003.83,,739891.50,4.62,1
549,39078.33,12.78,9437130.00,2.50,10
549,39078.33,12.78,9437130.00,2.50,65
549,39078.33,12.78,9437130.00,2.50,16
549,39078.33,12.78,9437130.00,2.50,75
549,39078.33,12.78,9437130.00,2.50,67
549,39078.33,12.78,9437130.00,2.50,242
549,39078.33,12.78,9437130.00,2.50,691
549,39078.33,12.78,9437130.00,2.50,642
549,39078.33,12.78,9437130.00,2.50,54
549,39078.33,12.78,9437130.00,2.50,83
549,39078.33,12.78,9437130.00,2.50,107
549,39078.33,12.78,9437130.00,2.50,115
549,39078.33,12.78,9437130.00,2.50,52
549,39078.33,12.78,9437130.00,2.50,4
549,39078.33,12.78,9437130.00,2.50,71
549,39078.33,12.78,9437130.00,2.50,54
549,39078.33,12.78,9437130.00,2.50,73
549,39078.33,12.78,9437130.00,2.50,100
549,39078.33,12.78,9437130.00,2.50,132
549,39078.33,12.78,9437130.00,2.50,79
549,39078.33,12.78,9437130.00,2.50,54
549,39078.33,12.78,9437130.00,2.50,79
549,39078.33,12.78,9437130.00,2.50,55
549,39078.33,12.78,9437130.00,2.50,71
549,39078.33,12.78,9437130.00,2.50,65
549,39078.33,12.78,9437130.00,2.50,67
549,39078.33,12.78,9437130.00,2.50,165
549,39078.33,12.78,9437130.00,2.50,40
549,39078.33,12.78,9437130.00,2.50,30
549,39078.33,12.78,9437130.00,2.50,28
549,39078.33,12.78,9437130.00,2.50,7
549,39078.33,12.78,9437130.00,2.50,52
549,39078.33,12.78,9437130.00,2.50,31
549,39078.33,12.78,9437130.00,2.50,5
549,39078.33,12.78,9437130.00,2.50,20
549,39078.33,12.78,9437130.00,2.50,134
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,3
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,11
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
550,32104.43,,244481.44,3.23,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
551,24727.85,,337148.38,3.46,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
552,27766.79,,117478.33,3.07,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,1
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,1
553,35676.42,,403789.38,4.05,11
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,3
553,35676.42,,403789.38,4.05,2
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,1
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,1
553,35676.42,,403789.38,4.05,9
553,35676.42,,403789.38,4.05,3
553,35676.42,,403789.38,4.05,2
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
553,35676.42,,403789.38,4.05,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,1
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,2
554,22422.39,,244662.97,3.59,0
554,22422.39,,244662.97,3.59,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
555,20438.84,,229321.69,3.84,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,1
556,22909.60,,636074.25,5.34,1
556,22909.60,,636074.25,5.34,1
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
556,22909.60,,636074.25,5.34,0
557,30588.69,,203588.88,4.09,0
557,30588.69,,203588.88,4.09,0
557,30588.69,,203588.88,4.09,0
557,30588.69,,203588.88,4.09,0
557,30588.69,,203588.88,4.09,0
557,30588.69,,203588.88,4.09,0
557,30588.69,,203588.88,4.09,1
557,30588.69,,203588.88,4.09,0
558,25310.50,,86894.98,8.51,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
560,1802.40,,16399836.00,5.69,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,7
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,3
561,1018.56,,66750052.00,6.54,1
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,4
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,2
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,1
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,2
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
561,1018.56,,66750052.00,6.54,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,10
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,4
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
562,8863.96,,570154.50,9.02,0
