geoid_r,macroregion,impact,diff,year_c,region,allpat,pop_r,yearsofeducation_r,gdppcregion_r,lnpopulationdensity_r,shape_area_r,id_c,pop_r_ip,yearsofeducation_r_ip,gdppcregion_r_ip,lnpopulationdensity_r_ip,shape_area_r_ip,region_ip
1279,Western Europe,.45133045,0,2005,Centre,273,1858647,8.6523504,27304.76,4.1523151,29232733888.8,1774,1858647,8.6523504,27304.76,4.1523151,29232733888.8,Centre
1280,Western Europe,.45133045,0,2005,Bourgogne,147,1198183,8.5474138,26703.881,3.9368041,23377114536.2,1774,1198183,8.5474138,26703.881,3.9368041,23377114536.2,Bourgogne
1281,Western Europe,.45133045,0,2005,Nord - Pas-de-Calais,132,3151912.5,8.627635,24623.52,5.7769709,9764893750.280001,1774,3151912.5,8.627635,24623.52,5.7769709,9764893750.280001,Nord - Pas-de-Calais
1282,Western Europe,.45133045,0,2005,Lorraine,127,1768960.9,8.5974169,25446.881,4.591207,17938344180.7,1774,1768960.9,8.5974169,25446.881,4.591207,17938344180.7,Lorraine
1283,Western Europe,.45133045,0,2005,Alsace,316,1359792.3,9.0234184,28887.66,5.381248,6257865683.38,1774,1359792.3,9.0234184,28887.66,5.381248,6257865683.38,Alsace
1284,Western Europe,.45133045,0,2005,Franche-Comt,308,844682.25,8.7705956,26379.211,4.2546182,11993232521.7,1774,844682.25,8.7705956,26379.211,4.2546182,11993232521.7,Franche-Comt
1285,Western Europe,.45133045,0,2005,Limousin,38,522653.91,8.7771511,25338.66,3.755547,12223648624.3,1774,522653.91,8.7771511,25338.66,3.755547,12223648624.3,Limousin
1286,Western Europe,.45133045,0,2005,Rhne-Alpes,1587,4269439,9.353857,31059.83,4.8999929,31792954790.8,1774,4269439,9.353857,31059.83,4.8999929,31792954790.8,Rhne-Alpes
1287,Western Europe,.45133045,0,2005,Auvergne,207,954110.81,8.8628635,25928.16,3.931195,18719856813.8,1774,954110.81,8.8628635,25928.16,3.931195,18719856813.8,Auvergne
1288,Western Europe,.45133045,0,2005,It-Suomi,50,734788.25,8.0739746,24001.25,2.054713,94148125917.3,1685,734788.25,8.0739746,24001.25,2.054713,94148125917.3,It-Suomi
1289,Western Europe,.45133045,0,2005,Etel-Suomi w/ Uusimaa,808,2650521.8,8.2434759,37069.988,4.0547142,45961211833.3,1685,2650521.8,8.2434759,37069.988,4.0547142,45961211833.3,Etel-Suomi w/ Uusimaa
1290,Western Europe,.45133045,0,2005,Vli-Suomi,441,1431284.1,8.1145277,28902.029,3.028163,69280556701.3,1685,1431284.1,8.1145277,28902.029,3.028163,69280556701.3,Vli-Suomi
1291,Western Europe,.45133045,0,2005,Pohjois-Suomi,198,805882.88,8.0904989,28148.061,1.500918,179651785202,1685,805882.88,8.0904989,28148.061,1.500918,179651785202,Pohjois-Suomi
1292,Western Europe,.45133045,1,2005,Ahvenanmaa/land,1,26854.061,8.1726246,42096.43,2.904963,1470281764.42,1685,26854.061,8.1726246,42096.43,2.904963,1470281764.42,Ahvenanmaa/land
1293,Western Europe,.45133045,0,2005,Capital region,402,886300.56,11.94391,63140.031,6.216486,1769275505.88,1681,886300.56,11.94391,63140.031,6.216486,1769275505.88,Capital region
1294,Western Europe,.45133045,0,2005,Bornholm,0,38473.367,10.93968,21900.439,4.3098612,516905712.555,1681,38473.367,10.93968,21900.439,4.3098612,516905712.555,Bornholm
1295,Western Europe,.45133045,0,2005,stsjlland & Vest- og Sydsjlland,80,637358.75,11.2533,26036.75,4.5981798,6418296375.41,1681,637358.75,11.2533,26036.75,4.5981798,6418296375.41,stsjlland & Vest- og Sydsjlland
1296,Western Europe,.45133045,0,2005,Fyn,58,196313.72,11.08672,54093.719,4.1546259,3080487800.66,1681,196313.72,11.08672,54093.719,4.1546259,3080487800.66,Fyn
1297,Western Europe,.45133045,0,2005,Jylland,367,2538510,11.30526,25527.66,4.5517912,26776952960.6,1681,2538510,11.30526,25527.66,4.5517912,26776952960.6,Jylland
1298,Eastern Europe,-.23757593,0,2005,Praha,20,941838.88,11.17158,42638.102,7.7989302,386317469.944,1680,941838.88,11.17158,42638.102,7.7989302,386317469.944,Praha
1299,Eastern Europe,-.23757593,0,2005,Stredocesk kraj,4,919387.63,9.6988993,18468.91,4.6768332,8558071175.79,1680,919387.63,9.6988993,18468.91,4.6768332,8558071175.79,Stredocesk kraj
1300,Eastern Europe,-.23757593,0,2005,Jihoceck kraj,3,480764.63,9.694355,18354.9,4.1572962,7523878986.47,1680,480764.63,9.694355,18354.9,4.1572962,7523878986.47,Jihoceck kraj
1301,Eastern Europe,-.23757593,0,2005,Plzensk kraj,13,431763.41,9.6845407,19266.949,4.3054919,5826321215.36,1680,431763.41,9.6845407,19266.949,4.3054919,5826321215.36,Plzensk kraj
1302,Eastern Europe,-.23757593,0,2005,Karlovarsk kraj,0,239152.81,9.2399445,15846.78,4.5319662,2573165142.38,,239152.81,9.2399445,15846.78,4.5319662,2573165142.38,Karlovarsk kraj
1303,Eastern Europe,-.23757593,0,2005,steck kraj,2,647536.56,9.2461319,16644.82,5.0394149,4194441647.63,1680,647536.56,9.2461319,16644.82,5.0394149,4194441647.63,steck kraj
1304,Eastern Europe,-.23757593,0,2005,Libereck kraj,1,341102.44,9.5524778,16872.83,4.9181991,2494239478.16,1680,341102.44,9.5524778,16872.83,4.9181991,2494239478.16,Libereck kraj
1305,Eastern Europe,-.23757593,0,2005,Krlovhradeck kraj,12,432863.28,9.7114048,17670.869,4.7533169,3732599606.15,1680,432863.28,9.7114048,17670.869,4.7533169,3732599606.15,Krlovhradeck kraj
1306,Eastern Europe,-.23757593,0,2005,Pardubick kraj,2,397202.75,9.6356421,16644.82,4.7295752,3507389028.01,1680,397202.75,9.6356421,16644.82,4.7295752,3507389028.01,Pardubick kraj
1307,Eastern Europe,-.23757593,0,2005,Kraj Vysocina,1,396631.66,9.5294809,16986.84,4.3310428,5217221828.13,1680,396631.66,9.5294809,16986.84,4.3310428,5217221828.13,Kraj Vysocina
1308,Eastern Europe,-.23757593,-1,2005,Jihomoravsk kraj,6,872936.69,9.9468622,18354.9,5.0786991,5436655190.26,1680,872936.69,9.9468622,18354.9,5.0786991,5436655190.26,Jihomoravsk kraj
1309,Eastern Europe,-.23757593,0,2005,Olomouck kraj,10,494701.03,9.698597,15276.75,4.7989101,4075704371.81,1680,494701.03,9.698597,15276.75,4.7989101,4075704371.81,Olomouck kraj
1310,Eastern Europe,-.23757593,0,2005,Zlnsk kraj,10,453657.53,9.6518984,16302.8,5.0090671,3029130306.58,1680,453657.53,9.6518984,16302.8,5.0090671,3029130306.58,Zlnsk kraj
1311,Eastern Europe,-.23757593,0,2005,Moravskoslezsk kraj,12,972368.31,9.5479307,17214.85,5.4419289,4211444342.6,1680,972368.31,9.5479307,17214.85,5.4419289,4211444342.6,Moravskoslezsk kraj
1312,,,0,2005,City of Zagreb,0,562734.75,,24719.881,7.109477,459935694.888,,562734.75,,24719.881,7.109477,459935694.888,City of Zagreb
1313,,,1,2005,Zagreb County,0,224195.83,,11072.99,4.627275,2192943969.5,1678,224195.83,,11072.99,4.627275,2192943969.5,Zagreb County
1314,,,1,2005,Krapina-Zagorje,0,99968.414,,10421.47,4.725512,886337298.97,,99968.414,,10421.47,4.725512,886337298.97,Krapina-Zagorje
1315,,,1,2005,Varadin,0,131027.15,,11669.98,4.9684148,911183949.437,,131027.15,,11669.98,4.9684148,911183949.437,Varadin
1316,,,1,2005,Koprivnica-Krievci,0,87153.703,,12444.52,4.236423,1260174584.06,,87153.703,,12444.52,4.236423,1260174584.06,Koprivnica-Krievci
1317,,,1,2005,Medimurje,0,84681.883,,10650.76,5.0796251,526911166.075,,84681.883,,10650.76,5.0796251,526911166.075,Medimurje
1318,,,1,2005,Bjelovar-Bilogora,0,91502.289,,10169.81,3.8795259,1890493602.25,,91502.289,,10169.81,3.8795259,1890493602.25,Bjelovar-Bilogora
1319,,,0,2005,Virovitica-Podravina,0,64361.625,,9537.8672,3.794307,1448039473.94,,64361.625,,9537.8672,3.794307,1448039473.94,Virovitica-Podravina
1320,,,1,2005,Poega-Slavonia,0,58896.43,,9746.1846,3.8153329,1297510530.17,,58896.43,,9746.1846,3.8153329,1297510530.17,Poega-Slavonia
1321,,,0,2005,Brod-Posavina,0,120275.01,,7802.8198,4.471612,1374608303.52,,120275.01,,7802.8198,4.471612,1374608303.52,Brod-Posavina
1322,,,0,2005,Osijek-Baranja,0,228657.55,,10654.95,4.379528,2865369924.99,1678,228657.55,,10654.95,4.379528,2865369924.99,Osijek-Baranja
1323,,,1,2005,Vukovar-Syrmia,0,138243.61,,8359.2656,4.4385958,1633004249.23,,138243.61,,8359.2656,4.4385958,1633004249.23,Vukovar-Syrmia
1324,,,1,2005,Karlovac,0,97056.688,,10650.76,3.638917,2550726532.9,,97056.688,,10650.76,3.638917,2550726532.9,Karlovac
1325,,,0,2005,Sisak-Moslavina,0,128389.83,,11008.67,3.712997,3133260447.79,,128389.83,,11008.67,3.712997,3133260447.79,Sisak-Moslavina
1326,,,0,2005,Primorje-Gorski Kotar,0,214233.63,,16821.99,4.43223,2546798610.29,,214233.63,,16821.99,4.43223,2546798610.29,Primorje-Gorski Kotar
1327,,,0,2005,Lika-Senj,0,37006.57,,13220.47,2.2864029,3761028510.44,,37006.57,,13220.47,2.2864029,3761028510.44,Lika-Senj
1328,,,1,2005,Zadar,0,115351.16,,11703.53,3.818013,2534428265.25,,115351.16,,11703.53,3.818013,2534428265.25,Zadar
1329,,,-1,2005,ibenik-Knin,0,77349.148,,11326.04,3.6290059,2053043918.11,,77349.148,,11326.04,3.6290059,2053043918.11,ibenik-Knin
1330,,,0,2005,Split-Dalmatia,0,317364.56,,10951.35,4.618896,3130382203.69,,317364.56,,10951.35,4.618896,3130382203.69,Split-Dalmatia
1331,,,1,2005,Istria,0,147009.09,,18480.141,4.3004341,1993836034.59,,147009.09,,18480.141,4.3004341,1993836034.59,Istria
1332,,,-1,2005,Dubrovnik-Neretva,0,83839.117,,13423.2,4.2432671,1203979999.38,,83839.117,,13423.2,4.2432671,1203979999.38,Dubrovnik-Neretva
1333,East Asia,5.1669374,0,2005,Heilongjiang,13,2816003.5,8.1430788,4488.9141,2.1241601,336606284544,1741,2816003.5,8.1430788,4488.9141,2.1241601,336606284544,Heilongjiang
1334,Eastern Europe,-.23757593,1,2005,Vidin,0,82090.156,9.9536829,5729.7241,3.6735771,2083899987.47,,82090.156,9.9536829,5729.7241,3.6735771,2083899987.47,Vidin
1335,Eastern Europe,-.23757593,1,2005,Montana,8,116256.23,9.9212017,5729.7241,3.843334,2490448031.3,1677,116256.23,9.9212017,5729.7241,3.843334,2490448031.3,Montana
1336,Eastern Europe,-.23757593,0,2005,Vratsa,0,144786.61,10.2215,8540.5313,4.0616589,2493287316.81,,144786.61,10.2215,8540.5313,4.0616589,2493287316.81,Vratsa
1337,Eastern Europe,-.23757593,0,2005,Pleven,1,210483.89,10.24675,6270.2642,4.184217,3206538892.26,1677,210483.89,10.24675,6270.2642,4.184217,3206538892.26,Pleven
1338,Eastern Europe,-.23757593,1,2005,Lovech,0,108482.71,10.15453,6810.8032,3.647161,2827604378.22,,108482.71,10.15453,6810.8032,3.647161,2827604378.22,Lovech
1339,Eastern Europe,-.23757593,0,2005,Veliko Tarnovo,0,191671.13,10.5169,6594.5879,4.09341,3197505567.24,,191671.13,10.5169,6594.5879,4.09341,3197505567.24,Veliko Tarnovo
1340,Eastern Europe,-.23757593,-1,2005,Gabrovo,1,92629.172,10.81904,8108.1001,4.2048249,1382341914.88,1677,92629.172,10.81904,8108.1001,4.2048249,1382341914.88,Gabrovo
1341,Eastern Europe,-.23757593,0,2005,Ruse,0,176299.88,10.49232,7351.3442,4.5286632,1903174688.53,,176299.88,10.49232,7351.3442,4.5286632,1903174688.53,Ruse
1342,Eastern Europe,-.23757593,0,2005,Razgrad,0,95309.633,9.2726564,6378.3721,4.0014801,1743075158.78,,95309.633,9.2726564,6378.3721,4.0014801,1743075158.78,Razgrad
1343,Eastern Europe,-.23757593,0,2005,Silistra,0,92373.617,9.2795372,5837.832,3.844749,1976035118.02,,92373.617,9.2795372,5837.832,3.844749,1976035118.02,Silistra
1344,Eastern Europe,-.23757593,-1,2005,Varna,2,320611.69,10.66434,9513.5039,4.8060751,2622572398.24,1677,320611.69,10.66434,9513.5039,4.8060751,2622572398.24,Varna
1345,Eastern Europe,-.23757593,0,2005,Dobrich,0,141710.3,9.542944,6486.48,3.7712121,3262757887.96,,141710.3,9.542944,6486.48,3.7712121,3262757887.96,Dobrich
1346,Eastern Europe,-.23757593,1,2005,Shumen,0,133908.44,9.6241941,6162.1558,4.0505319,2331762210.17,,133908.44,9.6241941,6162.1558,4.0505319,2331762210.17,Shumen
1347,Eastern Europe,-.23757593,1,2005,Targovishte,1,91631.063,9.4375868,5837.832,3.8961129,1862011414.16,1677,91631.063,9.4375868,5837.832,3.8961129,1862011414.16,Targovishte
1348,Eastern Europe,-.23757593,-1,2005,Sofia Stolitsa,49,831132.88,12.01363,17513.49,6.8966489,840415120.479,1677,831132.88,12.01363,17513.49,6.8966489,840415120.479,Sofia Stolitsa
1349,Western Europe,.45133045,0,2005,Prov. Brabant,614,1902879.9,,48273.012,6.5691838,2669629642.7,1674,1902879.9,12.81898,48273.012,6.5691838,2669629642.7,Prov. Brabant
1350,Western Europe,.45133045,0,2005,Prov. Antwerpen,318,1336994.5,,40030.93,6.3684568,2292682246.74,1674,1336994.5,12.15383,40030.93,6.3684568,2292682246.74,Prov. Antwerpen
1351,Western Europe,.45133045,0,2005,Prov. Limburg (BE),69,642500.19,,27316.711,5.8103042,1925264003.54,1674,642500.19,12.01253,27316.711,5.8103042,1925264003.54,Prov. Limburg (BE)
1352,Western Europe,.45133045,0,2005,Prov. Oost-Vlaanderen,270,1095818.4,,30086.141,6.1283898,2388980629.82,1674,1095818.4,12.02315,30086.141,6.1283898,2388980629.82,Prov. Oost-Vlaanderen
1353,Western Europe,.45133045,0,2005,Prov. West-Vlaanderen,136,903522.56,,31596.74,5.88447,2513889385.55,1674,903522.56,11.85965,31596.74,5.88447,2513889385.55,Prov. West-Vlaanderen
1354,Western Europe,.45133045,0,2005,Prov. Hainaut,38,1009178.6,,22281.369,5.8209209,2992086561.43,1674,1009178.6,11.73349,22281.369,5.8209209,2992086561.43,Prov. Hainaut
1355,Western Europe,.45133045,0,2005,Prov. Lige,102,812132.06,,24924.92,5.5914922,3028813475.65,1674,812132.06,12.05821,24924.92,5.5914922,3028813475.65,Prov. Lige
1356,Western Europe,.45133045,0,2005,Prov. Luxembourg (BE),46,198750.98,,23162.551,4.0500202,3462644751.15,1674,198750.98,12.06386,23162.551,4.0500202,3462644751.15,Prov. Luxembourg (BE)
1357,Western Europe,.45133045,0,2005,Prov. Namur,15,356067.34,,23414.32,4.8204441,2871044519.48,1674,356067.34,12.09817,23414.32,4.8204441,2871044519.48,Prov. Namur
1358,Western Europe,.45133045,0,2005,Vorarlberg,71,266021.63,10.44151,37571.379,4.9522572,1880091686.38,1669,266021.63,10.44151,37571.379,4.9522572,1880091686.38,Vorarlberg
1359,Western Europe,.45133045,-1,2005,Burgenland,4,207040.84,10.3987,24269.02,4.2877669,2843822422.08,1669,207040.84,10.3987,24269.02,4.2877669,2843822422.08,Burgenland
1360,Western Europe,.45133045,0,2005,Steiermark,229,883266.69,10.75942,31133.279,4.2903728,12100589697.3,1669,883266.69,10.75942,31133.279,4.2903728,12100589697.3,Steiermark
1361,Western Europe,.45133045,0,2005,Karnten,138,408421.41,10.88864,30506.699,4.0774379,6923084950.63,1669,408421.41,10.88864,30506.699,4.0774379,6923084950.63,Karnten
1362,Western Europe,.45133045,0,2005,Oberoesterreich,200,1047061.9,10.54711,35306.191,4.765028,8923741620.65,1669,1047061.9,10.54711,35306.191,4.765028,8923741620.65,Oberoesterreich
1363,Western Europe,.45133045,0,2005,Salzburg,60,386577.88,10.8222,40429.57,4.2993169,5248888485.09,1669,386577.88,10.8222,40429.57,4.2993169,5248888485.09,Salzburg
1364,Western Europe,.45133045,0,2005,Tirol,50,508576.31,10.69158,37762.488,4.0160189,9166873442.67,1669,508576.31,10.69158,37762.488,4.0160189,9166873442.67,Tirol
1365,Western Europe,.45133045,0,2005,Niederoesterreich,142,1185501.6,10.76508,29020.74,4.4234591,14217338460.6,1669,1185501.6,10.76508,29020.74,4.4234591,14217338460.6,Niederoesterreich
1366,Western Europe,.45133045,0,2005,Wien,245,1229226.6,11.07228,49006.98,8.1762724,345718116.091,1669,1229226.6,11.07228,49006.98,8.1762724,345718116.091,Wien
1367,Eastern Europe,-.23757593,0,2005,Cherkasy,0,1035323.8,,3871.0659,4.2033839,15472829422.4,,1035323.8,,3871.0659,4.2033839,15472829422.4,Cherkasy
1368,Eastern Europe,-.23757593,1,2005,Chernihiv,0,945369.13,,3747.2881,3.625726,25174950830.2,,945369.13,,3747.2881,3.625726,25174950830.2,Chernihiv
1369,Eastern Europe,-.23757593,-1,2005,Chernivtsi,0,686405.94,,2689.6431,4.776381,5783957752.13,,686405.94,,2689.6431,4.776381,5783957752.13,Chernivtsi
1370,Eastern Europe,-.23757593,-1,2005,Crimea & Sevastopol,1,1693001.5,,3820.8269,4.5558062,17786722204.8,1734,1693001.5,,3820.8269,4.5558062,17786722204.8,Crimea & Sevastopol
1371,Eastern Europe,-.23757593,0,2005,Dnipropetrovsk,9,2604988.8,,6904.4331,4.728034,23038106783.6,1734,2604988.8,,6904.4331,4.728034,23038106783.6,Dnipropetrovsk
1372,Eastern Europe,-.23757593,0,2005,Donetsk,0,3488420.8,,7225.4072,5.18504,19534153713.4,,3488420.8,,7225.4072,5.18504,19534153713.4,Donetsk
1373,Eastern Europe,-.23757593,-1,2005,Ivano-Frankivsk,0,1057262.3,,4002.616,4.6458502,10151160233.9,,1057262.3,,4002.616,4.6458502,10151160233.9,Ivano-Frankivsk
1374,Eastern Europe,-.23757593,-1,2005,Kharkiv,8,2194418.8,,5228.5742,4.5295019,23669103306.6,1734,2194418.8,,5228.5742,4.5295019,23669103306.6,Kharkiv
1375,Eastern Europe,-.23757593,-1,2005,Kherson,0,828880.69,,3303.6899,3.8732121,17233656383.5,,828880.69,,3303.6899,3.8732121,17233656383.5,Kherson
1376,Eastern Europe,-.23757593,1,2005,Khmelnytskiy,0,1066167.3,,3335.4121,4.2338138,15456219245.8,,1066167.3,,3335.4121,4.2338138,15456219245.8,Khmelnytskiy
1377,Eastern Europe,-.23757593,0,2005,Kyiv_city,46,2110852,,16646.67,8.0825701,651991975.502,1734,2110852,,16646.67,8.0825701,651991975.502,Kyiv_city
1378,Eastern Europe,-.23757593,1,2005,Kyiv_sub,0,1391362,,5014.624,4.1830239,21221490517.8,,1391362,,5014.624,4.1830239,21221490517.8,Kyiv_sub
1379,Eastern Europe,-.23757593,-1,2005,Kirovohrad,0,813797.13,,3699.053,3.8262861,17732961041.6,,813797.13,,3699.053,3.8262861,17732961041.6,Kirovohrad
1380,Eastern Europe,-.23757593,1,2005,Lviv,1,2001797.9,,3854.6121,4.8041739,16405670209.2,1734,2001797.9,,3854.6121,4.8041739,16405670209.2,Lviv
1381,Eastern Europe,-.23757593,-1,2005,Luhansk,0,1855337.6,,4699.5518,4.5347939,19906135335.1,,1855337.6,,4699.5518,4.5347939,19906135335.1,Luhansk
1382,Eastern Europe,-.23757593,-1,2005,Mykolayiv,0,908934.5,,4512.6792,3.992758,16768716685.6,,908934.5,,4512.6792,3.992758,16768716685.6,Mykolayiv
1383,Eastern Europe,-.23757593,0,2005,Odesa,0,1774818.9,,4956.1089,4.3344388,23266501715.4,,1774818.9,,4956.1089,4.3344388,23266501715.4,Odesa
1384,Eastern Europe,-.23757593,-1,2005,Poltava,0,1212630.6,,6699.8311,4.0419259,21298174877.3,,1212630.6,,6699.8311,4.0419259,21298174877.3,Poltava
1385,Eastern Europe,-.23757593,-1,2005,Rivne,0,924197.5,,3625.5439,4.0884581,15494231465.7,,924197.5,,3625.5439,4.0884581,15494231465.7,Rivne
1386,Eastern Europe,-.23757593,0,2005,Sumy,0,986579.06,,3757.946,3.9943819,18171627447.6,,986579.06,,3757.946,3.9943819,18171627447.6,Sumy
1387,Eastern Europe,-.23757593,1,2005,Ternopil,0,857841.81,,2670.5759,4.4088111,10439625541.2,1734,857841.81,,2670.5759,4.4088111,10439625541.2,Ternopil
1388,Eastern Europe,-.23757593,1,2005,Zakarpattya,0,942883.75,,3106.9241,4.6145391,9340912690.129999,,942883.75,,3106.9241,4.6145391,9340912690.129999,Zakarpattya
1389,Eastern Europe,-.23757593,-1,2005,Vinnytsya,6,1051317.6,,4288.3398,3.9791,19662230248.4,1734,1051317.6,,4288.3398,3.9791,19662230248.4,Vinnytsya
1390,Eastern Europe,-.23757593,-1,2005,Volyn,0,836559.5,,3625.4741,3.994154,15411957431.2,,836559.5,,3625.4741,3.994154,15411957431.2,Volyn
1391,Eastern Europe,-.23757593,-1,2005,Zaporizhzhya,1,1380319.3,,6188.3521,4.2694979,19309015800.5,1734,1380319.3,,6188.3521,4.2694979,19309015800.5,Zaporizhzhya
1392,Eastern Europe,-.23757593,1,2005,Zhytomyr,0,1056604.4,,3216.8669,3.821357,23137590751.3,,1056604.4,,3216.8669,3.821357,23137590751.3,Zhytomyr
1393,,,0,2005,Almaty,0,1997084.3,11.69984,9955.8096,2.542803,157061984136,,1997084.3,11.69984,9955.8096,2.542803,157061984136,Almaty
1394,,,0,2005,Manghistau,0,256392.23,11.63919,22774.15,.80484271,114647903054,,256392.23,11.63919,22774.15,.80484271,114647903054,Manghistau
1395,,,1,2005,Kyzylorda,0,436372.84,11.56609,7585.8882,.98731399,162582082044,,436372.84,11.56609,7585.8882,.98731399,162582082044,Kyzylorda
1396,,,-1,2005,South Kazakhstan,0,1519525.4,11.08341,2856.252,2.9498811,79540973728.89999,,1519525.4,11.08341,2856.252,2.9498811,79540973728.89999,South Kazakhstan
1397,,,1,2005,Zhambyl,0,696392.44,11.29737,3014.5659,1.961666,97929456655,,696392.44,11.29737,3014.5659,1.961666,97929456655,Zhambyl
1398,,,0,2005,,0,,,,,,,,,,,,
1399,Central Asia,1.4409722,1,2005,Republic of Dagestan,0,1848927,10.83636,3482.585,3.9984839,33915656368,,1848927,10.83636,3482.585,3.9984839,33915656368,Republic of Dagestan
1400,Central Asia,1.4409722,0,2005,Primorsky Krai,2,1438696.4,11.49088,9519.9658,2.509233,117010037249,1776,1438696.4,11.49088,9519.9658,2.509233,117010037249,Primorsky Krai
1401,,,0,2005,,0,,,,,,,37013.18,8.0805197,3132.1284,-1.1570693,117537905726,Umnugobi
1402,,,0,2005,Naryn Oblast,0,169613.08,10.31369,1264.448,1.623075,33463150841.9,,169613.08,10.31369,1264.448,1.623075,33463150841.9,Naryn Oblast
1403,,,0,2005,Talas Oblast,0,145851.72,10.27831,1711.4969,2.39868,13248846824.3,,145851.72,10.27831,1711.4969,2.39868,13248846824.3,Talas Oblast
1404,,,-1,2005,Issyk-Kul Oblast,0,289120.59,10.22378,2851.0339,2.308856,28731322331.5,,289120.59,10.22378,2851.0339,2.308856,28731322331.5,Issyk-Kul Oblast
1405,East Asia,5.1669374,0,2005,Hokkaido,500,3873773.5,11.01437,27248.16,4.2780118,53730045129.2,1694,3873773.5,11.01437,27248.16,4.2780118,53730045129.2,Hokkaido
1406,Western Europe,.45133045,0,2005,Toscana,166,2458610.5,,32334.02,5.0538268,15697863890.8,1693,2458610.5,8.6302357,32334.02,5.0538268,15697863890.8,Toscana
1407,Western Europe,.45133045,0,2005,Abruzzo,68,865154.75,,24481.83,4.7715802,7325257867.08,1693,865154.75,8.6055822,24481.83,4.7715802,7325257867.08,Abruzzo
1408,Western Europe,.45133045,0,2005,Lazio,235,3545255,,35275.262,5.7450581,11339671620.5,1693,3545255,9.4352112,35275.262,5.7450581,11339671620.5,Lazio
1409,Western Europe,.45133045,-1,2005,Umbria,36,581609.94,,27685.289,4.6041551,5822006942.86,1693,581609.94,8.7614822,27685.289,4.6041551,5822006942.86,Umbria
1410,Western Europe,.45133045,0,2005,Languedoc-Roussillon,131,1737612.8,8.99615,24239.109,4.5066161,19175845960.6,1774,1737612.8,8.99615,24239.109,4.5066161,19175845960.6,Languedoc-Roussillon
1411,East Asia,5.1669374,1,2005,Xinjiang,0,1349725.8,7.589622,3948.531,.2181575,1085177880890,,1349725.8,7.589622,3948.531,.2181575,1085177880890,Xinjiang
1412,East Asia,5.1669374,1,2005,Gansu w/ Inner Mongolia & Ningxia,8,3757504.8,7.1980829,3590.6521,1.249842,1076713211130,1741,3757504.8,7.1980829,3590.6521,1.249842,1076713211130,Gansu w/ Inner Mongolia & Ningxia
1413,East Asia,5.1669374,1,2005,Hebei,1,4426482.5,7.5932779,4517.2949,3.5966711,121351287508,1741,4426482.5,7.5932779,4517.2949,3.5966711,121351287508,Hebei
1414,East Asia,5.1669374,0,2005,Liaoning,18,2826248.5,8.383481,5833.502,3.3628621,97889914078.39999,1741,2826248.5,8.383481,5833.502,3.3628621,97889914078.39999,Liaoning
1415,East Asia,5.1669374,0,2005,Jilin,4,1861040.8,8.1961479,4137.7319,2.6411419,132654648479,1741,1861040.8,8.1961479,4137.7319,2.6411419,132654648479,Jilin
1416,Eastern Europe,-.23757593,0,2005,Burgas,0,285322.03,10.01385,9405.3965,4.0047841,5200914596.29,,285322.03,10.01385,9405.3965,4.0047841,5200914596.29,Burgas
1417,Eastern Europe,-.23757593,0,2005,Sliven,0,142930.94,9.1874447,5729.7241,4.0804882,2415420930.93,,142930.94,9.1874447,5729.7241,4.0804882,2415420930.93,Sliven
1418,Eastern Europe,-.23757593,0,2005,Yambol,0,98906.773,9.6744871,5405.3999,3.79094,2232758379.64,,98906.773,9.6744871,5405.3999,3.79094,2232758379.64,Yambol
1419,Eastern Europe,-.23757593,0,2005,Stara Zagora,3,241089.2,10.14664,9729.7197,4.2346792,3492046777.99,1677,241089.2,10.14664,9729.7197,4.2346792,3492046777.99,Stara Zagora
1420,Eastern Europe,-.23757593,0,2005,Sofia,0,179003.14,10.01159,8756.748,3.6028819,4876956646.2,,179003.14,10.01159,8756.748,3.6028819,4876956646.2,Sofia
1421,Eastern Europe,-.23757593,1,2005,Pernik,1,97437.555,10.39542,6918.9121,4.1125989,1594583757.01,1677,97437.555,10.39542,6918.9121,4.1125989,1594583757.01,Pernik
1422,Eastern Europe,-.23757593,1,2005,Kyustendil,0,102922.12,10.21413,6594.5879,3.9114709,2059578870.69,,102922.12,10.21413,6594.5879,3.9114709,2059578870.69,Kyustendil
1423,Eastern Europe,-.23757593,-1,2005,Plovdiv,0,475059.75,10.34556,7567.5601,4.7679548,4036934331.35,,475059.75,10.34556,7567.5601,4.7679548,4036934331.35,Plovdiv
1424,Eastern Europe,-.23757593,1,2005,Pazardzhik,0,200175.39,9.5847626,5945.9399,4.1981411,3007330868.94,,200175.39,9.5847626,5945.9399,4.1981411,3007330868.94,Pazardzhik
1425,,,0,2005,,0,,,,,,,751651.88,7.362709,4525.9248,6.1355882,1626872367.83,Kukes
1426,,,-1,2005,,0,,,,,,,1725010.6,7.8074656,4317.2715,6.5914879,2366662922.26,Shkoder
1427,Western Europe,.45133045,0,2005,Girona,7,448299.09,,33557.141,4.723228,3983786070.38,1777,448299.09,9.0606699,33557.141,4.723228,3983786070.38,Girona
1428,Western Europe,.45133045,1,2005,Lleida,0,269129.44,,32786.34,3.491478,8196558650.23,,269129.44,9.0905914,32786.34,3.491478,8196558650.23,Lleida
1429,South-East Asia,-.27363741,0,2005,,0,,,,,,,1359953.9,6.7044382,989.68347,6.2823462,2541550651.22,Bac Ninh / Bac Giang / Ha Bac
1430,South-East Asia,-.27363741,0,2005,,0,,,,,,,904696.5,7.5456553,1410.1223,6.4724388,1398128791.96,Hai Duong
